Assignee_Name,AC
Rubicon & Tech Co Ltd,Rubicon & Tech Co Ltd
"Rutgers, The State University of New Jersey","Rutgers, The State University Of New Jersey"
S.E.R.E. S.r.l.,S.E.R.E. S.R.L.
S2 Batteries,S2 Batteries
SABIC GLOBAL TECHNOLOGIES B.V.,Sabic Global Technologies B.V.
Saehan Enertech Incorporation,Saehan Enertech Incorp
SAFT,Saft
SAFT AMERICA,Saft America Inc.
"SAGE Electrochromics, Inc.","Sage Electrochromics, Inc."
Saint Louis University,Saint Louis University
Saint-Gobain Abrasifs,"Saint-Gobain Abrasives, Inc."
"Saint-Gobain Abrasives, Inc.","Saint-Gobain Abrasives, Inc."
Saint-Gobain Centre D' Recherches et D'Etudes Europeen,Saint-Gobain Centre De Recherches Et D'Etudes Europeen
SAINT-GOBAIN CENTRE DE RECHERCHES ET D'ETUDES EUROPEEN,Saint-Gobain Centre De Recherches Et D'Etudes Europeen
SAINT-GOBAIN CENTRE DE RECHERCHIES ET D'ETUDES EUROPEEN,Saint-Gobain Centre De Recherches Et D'Etudes Europeen
"Saint-Gobain Ceramics & Plastics, Inc.","Saint-Gobain Ceramics & Plastics, Inc."
SAINT-GOBAIN GLASS FRANCE,Saint-Gobain Glass France
Saint-Gobain Vitrage,Saint-Gobain Vitrage International
Saint-Gobain Vitrage International,Saint-Gobain Vitrage International
"SAKAI CHEMICAL INDUSTRY CO., LTD.","Sakai Chemical Industry Co., Ltd."
"SAKT13, INC.","Sakti3, Inc."
"Sakti3, Inc.","Sakti3, Inc."
Sakuu Corporation,Sakuu Corp
Salient Energy Inc.,Salient Energy Inc.
"SAMHWA CAPACITOR CO., LTD.","Samhwa Capacitor Co., Ltd."
"SAMSHIN CREATION CO., LTD.","Samshin Creation Co., Ltd."
"Samsung Corning Precision Materials Co., Ltd.","Samsung Corning Precision Materials Co.,Ltd."
"Samsung Display Devices Co., Ltd.","Samsung Display Devices Co., Ltd."
"Samsung Electro-Mechanics Co., Ltd.","Samsung Electronics Co., Ltd."
"Samsung Electronic, Co. Ltd.","Samsung Electronics Co., Ltd."
"SAMSUNG ELECTRONICS CO, LTD.","Samsung Electronics Co., Ltd."
Samsung Electronics Co. Ltd,"Samsung Electronics Co., Ltd."
Samsung Electronics Co. Ltd.,"Samsung Electronics Co., Ltd."
"SAMSUNG ELECTRONICS CO., LTC.","Samsung Electronics Co., Ltd."
"SAMSUNG ELECTRONICS CO., LTD","Samsung Electronics Co., Ltd."
"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd."
"Samsung Electronics, Co. Ltd.","Samsung Electronics Co., Ltd."
"Samsung Electroonics Co., Ltd.","Samsung Electronics Co., Ltd."
"Samsung Fine Chemicals Co., Ltd","Samsung Fine Chemicals Co., Ltd"
Samsung Sdi Co Ltd,"Samsung Sdi Co., Ltd."
"SAMSUNG SDI CO, LTD.","Samsung Sdi Co., Ltd."
Samsung SDI Co. Ltd.,"Samsung Sdi Co., Ltd."
"Samsung SDI Co., Ltd","Samsung Sdi Co., Ltd."
"Samsung SDI Co., Ltd.","Samsung Sdi Co., Ltd."
"SAMSUNG SDI CO., LTD. (SDI)","Samsung Sdi Co., Ltd."
"SAMSUNG SDI CO.,LTD.","Samsung Sdi Co., Ltd."
"Samsung SDI Electronics Co., Ltd.","Samsung Sdi Co., Ltd."
"Samsung SDI, Co., Ltd","Samsung Sdi Co., Ltd."
"Samsung SDI, Co., Ltd.","Samsung Sdi Co., Ltd."
Sandia Corporation,Sandia Corp
SANTOKU CORPORATION,Sandia Corp
"Sanyo Chemical Industries, Ltd.","Sanyo Chemical Industries, Ltd."
Sanyo Electric Co.,"Sanyo Electric Co., Ltd."
"Sanyo Electric Co., Ltd","Sanyo Electric Co., Ltd."
"Sanyo Electric Co., Ltd.","Sanyo Electric Co., Ltd."
"Sanyo Electric Co., Lted.","Sanyo Electric Co., Ltd."
"Sanyo Electronic Co., Ltd.","Sanyo Electric Co., Ltd."
"SANYO Optec Design Co., Ltd.","Sanyo  Optec Design Co., Ltd."
Sapurast Reseach LLC,Sapurast Research Llc
Sapurast Research LLC,Sapurast Research Llc
"Sapurast Research, LLC",Sapurast Research Llc
"Saracom Co., Ltd.","Saracom Co., Ltd."
Saralon GmbH,Saralon Gmbh
SARTORIUS AG,Sartorius Ag
SARTPROIS AG,Sartorius Ag
Saudi Arabian Oil Company,Saudi Arabian Oil Co
"Savannah River Nuclear Solutions, LLC","Savannah River Nuclear Solutions, Llc"
Sb Limotive Company Ltd.,Sb Limotive Co Ltd.
SB SOLAR,Sb Solar
SCANIA CV AB,Scania Cv Ab
Schlumberger Technology Corporation,Schlumberger Technology Corp
SCHOTT AG,Schott Ag
SCHULER PRESSEN GMBH,Schuler Pressen Gmbh
Schwarzkopf Technologies Corporation,Schwarzkopf Technologies Corp
"SCREEN Holdings Co., Ltd.","Screen Holdings Co., Ltd."
"Searete LLC, a limited liability corporation of the State of Delaware","Searete Llc, A Ltd Liability Corp Of The State Of Delaware"
Secretary of State for Defence,Secretary Of State For Defence
Securitag Assembly Group Co. LTD. ,"Securitag Assembly Group Co., Ltd"
"Securitag Assembly Group Co., Ltd","Securitag Assembly Group Co., Ltd"
Seed Capital Investments (SCI) B.V.,Seed Capital Investments (Sci) B.V.
"SEEO, INC","Seeo, Inc."
"Seeo, Inc.","Seeo, Inc."
SEEO. INC,"Seeo, Inc."
Seiko Electric Components Ltd.,"Seiko Electronic Components, Ltd."
"Seiko Electronic Components, Ltd.","Seiko Electronic Components, Ltd."
Seiko Epson Corporation,Seiko Epson Corp
SEIKO INSTRUMENTS INC.,Seiko Instruments Inc.
"Seimi Chemical Co., Ltd.","Agc Seimi Chemical Co., Ltd."
"Sekisui Chemical Co., Ltd.","Sekisui Chemical Co., Ltd."
"Sekisui Chemical Col.,Ltd.","Sekisui Chemical Co., Ltd."
"SEKISUI KASEI CO., LTD.","Sekisui Chemical Co., Ltd."
SELMO ENTERTAINMENT JAPAN,"Selmo Entertainment Japan Co., Ltd."
"Selmo Entertainment Japan Co., Ltd.","Selmo Entertainment Japan Co., Ltd."
"Semiconductor Energy Laboratory Co., Ltd.","Semiconductor Energy Laboratory Co., Ltd."
Semnan University,Semnan University
Seoul National University Industry Foundation,Seoul National Univeristy Industry Foundation
SEOUL NATIONAL UNIVERSITY R&DB FOUNDATION,Seoul National University R&Db Foundation
"SEPION TECHNOLOGIES, INC.","Sepion Technologies, Inc."
SES Holdings Pte. Ltd.,Ses Holdings Pte. Ltd.
"SEVEN KING ENERGY CO., LTD.","Seven King Energy Co., Ltd."
SF MOTORS INC.,Sf Motors Inc.
"SF Motors, Inc.",Sf Motors Inc.
"SF Motors, Inc.","Sf Motors, Inc."
"SFC, Smart Fuel Cell AG","Sfc, Smart Fuel Cell Ag"
SGL Carbon AG,Sgl Carbon Se
SGL Carbon SE,Sgl Carbon Se
"Shandong Huaxia Shenzhou New Material Co., Ltd","Shandong Huaxia Shenzhou New Material Co., Ltd."
"Shandong Huaxia Shenzhou New Material Co., Ltd.","Shandong Huaxia Shenzhou New Material Co., Ltd."
SHANDONG HUAXIA SHENZHOU NEW MATERIAL CO.. LTD,"Shandong Huaxia Shenzhou New Material Co., Ltd."
"Shandong Huazia Shenzhou New Material Co., Ltd.","Shandong Huaxia Shenzhou New Material Co., Ltd."
Shandong Industrial Technology Research Institute of Zhejiang University,Shanghai Industrial Technology Research Institute
SHANDONG UNIVERSITY OF TECHNOLOGY,Shandong University Of Technology
"SHANGDONG HUAXIA SHENZHOU NEW MATERIAL CO., LTD.","Shandong Huaxia Shenzhou New Material Co., Ltd."
"Shanghai Energy New Materials Technology Co., Ltd.","Shanghai Energy New Materials Technology Co., Ltd."
Shanghai Industrial Technology Research Institute,Shanghai Industrial Technology Research Institute
Shanghai Institute of Ceramics Chinese Academy,"Shanghai Institute Of Organic Chemistry, Chinese Academy Of Sciences"
"SHANGHAI INSTITUTE OF CERAMICS, CHINESE ACADAMY OF SCIENCES","Shanghai Institute Of Organic Chemistry, Chinese Academy Of Sciences"
"Shanghai Institute of Ceramics, Chinese Academy of Sciences","Shanghai Institute Of Organic Chemistry, Chinese Academy Of Sciences"
"Shanghai Institute of Organic Chemistry, Chinese Academy of Sciences","Shanghai Institute Of Organic Chemistry, Chinese Academy Of Sciences"
Sharp Corp,Sharp Corp
Sharp Corporation,Sharp Corp
Sharp Kabushiki Kaisha,Sharp K.K.
"Sharp Laboratories of America, Inc.","Sharp Laboratories Of America, Inc."
Shell Oil Co,Shell Oil Co.
Shell Oil Co.,Shell Oil Co.
Shell Oil Company,Shell Oil Co.
"SHENZHEN CAPCHEM TECHNOLOGY CO., LTD.","Shenzhen Capchem Technology Co., Ltd."
Shenzhen JINFAN Power Co. Ltd.,"Shenzhen Capchem Technology Co., Ltd."
"SHENZHEN JINFAN POWER CO., LTD.",Shenzhen Jinfan Power Co. Ltd.
"SHENZHEN OCEAN'S KING LIGHTING ENGINEERING CO., LTD","Shenzhen Ocean'S King Lighting Engineering Co., Ltd."
"Shenzhen Ocean's King Lighting Engineering Co., Ltd.","Shenzhen Ocean'S King Lighting Engineering Co., Ltd."
"Shihlien Apex Huaian Technology Co., Ltd.","Shihlien Apex Huaian Technology Co., Ltd."
Shikoku Chemicals Corporation,Shikoku Chemicals Corp
"Shin-Etsu Chemical Co., Ltd.","Shin-Etsu Chemical Co., Ltd."
Shinko Electric Industries Co. Ltd.,Shinko Electric Industries Co. Ltd.
"SHINKO ELECTRIC INDUSTRIES CO., LTD.",Shinko Electric Industries Co. Ltd.
"SHIN-KOBE ELECTRIC MACHINERY CO., LTD.",Shinko Electric Industries Co. Ltd.
SHINSHU UNIVERSITY,Shinshu University
"Shirouma Science Co., Ltd.","Shirouma Science Co., Ltd."
"Shirouma Science Co., Ltd., Fuji Jukogyo Kabushiki Kaisya, Mitsui &amp; Co., Ltd., Noboru Oyama",Fuji Jukogyo Kk
"Shirouma Science Co., Ltd., Fuji Jukogyo Kabushiki Kaisya, Mitsui &amp; Co., Ltd., Noboru Oyama","Mitsui & Co., Ltd."
"Shirouma Science Co., Ltd., Fuji Jukogyo Kabushiki Kaisya, Mitsui &amp; Co., Ltd., Noboru Oyama","Shirouma Science Co., Ltd."
Showa Denki Kabushiki Kaisha,Showa Denko K.K.
SHOWA DENKO K. K.,Showa Denko K.K.
Showa Denko K.K.,Showa Denko K.K.
Showa Denko Kabushiki Kaisha,Showa Denko K.K.
"Showa Denko Materials Co., Ltd.","Showa Denko Materials Co., Ltd."
Showa Denko Packaging Co.,"Showa Denko Packaging Co., Ltd."
"SHOWA DENKO PACKAGING CO., LTD.","Showa Denko Packaging Co., Ltd."
"SHOWA DENKO PACKGING CO., LTD.","Showa Denko Packaging Co., Ltd."
Siemens AG,Siemens Ag
Siemens Aktiengesellschaft,Siemens Ag
Siemens Aktiengesellschaft of,Siemens Ag
"Siemens Energy, Inc.","Siemens Energy, Inc."
"Siemens Industry, Inc.","Siemens Industry, Inc."
Siemens Westinghouse Power Corporation,Siemens Westinghouse Power Corp
Sila Nanotechnologies Inc.,Sila Nanotechnologies Inc.
"Sila Nanotechnologies, Inc.",Sila Nanotechnologies Inc.
"Silatronix, Inc.","Silatronix, Inc."
Simon Fraser University,Simon Fraser University
"SINTOKOGIO, LTD.","Sintokogio, Ltd."
Sion Power Corporation,Sion Power Corp
"SION TECH CO., LTD.","Sion Tech Co., Ltd."
Siqens GmbH,Siqens Gmbh
Sisom Thin Films LLC,"Sisom Thin Films, Llc"
"Sisom Thin Films, LLC","Sisom Thin Films, Llc"
"SK ENERGY CO., LTD.","Sk Energy Co., Ltd."
"SK Innovation Co., Ltd","Sk Innovation Co., Ltd."
"SK Innovation Co., Ltd.","Sk Innovation Co., Ltd."
"SK INNOVATION CO.,LTD.","Sk Innovation Co., Ltd."
"SKC Co., Ltd.","Skc Co., Ltd."
SKC Limited,Skc Ltd
"SM LAB CO.,LTD.","Sm Lab Co.,Ltd."
SNU R&DB Foundation,Snu R&Db Foundation
Societe Anonyme dite Compagnie Generale d'Electricite,Age Dite Compagnie Generale D'Electricite
Societe Bic,Société Bic
Société Bic,Société Bic
Societe des Ceramiques Techniques,Société Des Céramiques Technique
Societe Nationale Elf Aquitaine,Societe Nationale Elf Aquitaine
Sofco,Sofco
SOGANG UNIVERSITY RESEARCH FOUNDATION,Sogang University Research Foundation
"SOGANG UNIVERSITY RESEARCH FOUNDATION, SOGANG UNIVERSITY",Sogang University Research Foundation
Soitec,Soitec
SOLARIS HOLDINGS LIMITED,Solaris Holdings Ltd
Solicore,"Solicore, Inc."
"Solicore, Inc.","Solicore, Inc."
"Solid Power, Inc.","Solid Power, Inc."
Solid State Battery Incorporated,Solid State Battery Incorped
SolidEnergy Systems,"Solidenergy Systems, Llc"
"SolidEnergy Systems, LLC","Solidenergy Systems, Llc"
SOLIDpower SA,Solidpower Sa
SOLVAY (Societe Anonyme),Solvay Sa
SOLVAY FLUOR GMBH,Solvay Fluor Gmbh
Solvay SA,Solvay Sa
Solvay Solexis S.p.A.,Solvay Solexis S.P.A.
"Solvay Solexis, S.p.A.",Solvay Solexis S.P.A.
SOLVAY SPECIALTY POLYMERS FRANCE,Solvay Specialty Polymers France
SOLVAY SPECIALTY POLYMERS ITALY S.P.A,Solvay Specialty Polymers Italy S.P.A.
Solvay Specialty Polymers Italy S.p.A.,Solvay Specialty Polymers Italy S.P.A.
SOLVICORE GMBH & CO. KG,Solvicore Gmbh & Co. Kg
Sonata Scientific Llc,Sonata Scientific Llc
Sony Chemical & Information Device Corporation,Sony Chemical & Information Device Corp
Sony Corp,Sony Corp
Sony Corporation,Sony Corp
Sony Corproation,Sony Corp
Soongsil University Research Consortium Techno-Park,Soongsil University Research Consortium Techno-Park
SORAPEC,Sorapec Lab
SORAPEC LAB,Sorapec Lab
Sorbonne Universite,Sorbonne Universite
"SOTERIA Battery Innovation Group, Inc.","Soteria Battery Innovation Group, Inc."
"SOULBRAIN CO., LTD.","Soulbrain Co., Ltd."
South African Inventions Development Corp.,South African Inventions Development Corp.
South African Inventions Development Corporation,South African Inventions Development Corp.
SOUTH DAKOTA BOARD OF REGENTS,South Dakota Board Of Regents
Southern California Edison Company,Southern California Edison Co
Southwest Research Institue,Southwest Research Institute
Southwest Research Institute,Southwest Research Institute
Space Charge LLC,Space Charge Llc
"Space Charge, LLC",Space Charge Llc
Space Information Laboratories,Space Information Laboratories
Sparkle Power LLC,Sparkle Power Llc
Springpower International Inc.,Springpower International Inc.
"SPRINGPOWER INTERNATIONAL, INC.",Springpower International Inc.
SRI International,Sri International
St Microelectronics SA,St Microelectronics Sa
St. Louis University,Saint Louis University
"Standard Energy Co., Ltd.","Standard Energy Co., Ltd."
"STATE GRID XINJIANG ELECTRIC POWER CO., LTD. ELECTRIC POWER RESEARCH INSTITUTE","State Grid Xinjiang Electric Power Co., Ltd. Electric Power Research Institute"
Stichting Energieonderzoek Centrum Nederland,Stichting Energieonderzoek Centrum Nederland
Stichting Scheikundig Onderzoek Nederland,Stichting Scheikundig Onderzoek Nederland
Stichting voor de Technische Wetenschappen,Stichting Voor De Technische Wetenschappen
STMicroelectronics (Tours) SAS,Stmicroelectronics (Tours) Sas
STMicroelectronics S.r.l.,Stmicroelectronics S.R.L.
Stonehart Associates Inc.,"Stonehart Associates, Inc."
"Stonehart Associates, Inc.","Stonehart Associates, Inc."
StoreDot Ltd.,Storedot Ltd.
Stortera Ltd.,Stortera Ltd.
STUDIENGESELLSCHAFT KOHLE MBH,Studiengesellschaft Kohle Mbh
SUD-CHEMIE AG,Sud-Chemie Ag.
Sud-Chemie AG.,Sud-Chemie Ag.
Sued-Chemie IP GmbH & Co. KG,Süd-Chemie Ip Gmbh & Co. Kg.
Sulzer Brothers Limited,Sulzer Brothers Ltd
Sulzer Hexis AG,Sulzer Hexis Ag
Sulzer Innotec AG,Sulzer Innotec Ag
"Sumita Optical Glass, Inc.","Sumita Optical Glass, Inc."
"Sumitomo Chemical Co., Ltd.","Sumitomo Chemical Co., Ltd."
"SUMITOMO CHEMICAL COMPANY , LIMITED","Sumitomo Chemical Co., Ltd."
"SUMITOMO CHEMICAL Company ,Limited","Sumitomo Chemical Co., Ltd."
Sumitomo Chemical Company Limited,"Sumitomo Chemical Co., Ltd."
"Sumitomo Chemical Company, Limited","Sumitomo Chemical Co., Ltd."
"Sumitomo Chemical Company, Ltd.","Sumitomo Chemical Co., Ltd."
"SUMITOMO CHEMICAL COPMPANY, LIMITED","Sumitomo Chemical Co., Ltd."
"SUMITOMO ELECTIC INDUSTRIES, LTD.","Sumitomo Electric Industries, Ltd."
"SUMITOMO ELECTRIC INDUSTRIES ,LTD.","Sumitomo Electric Industries, Ltd."
"Sumitomo Electric Industries, Ltd","Sumitomo Electric Industries, Ltd."
"Sumitomo Electric Industries, Ltd.","Sumitomo Electric Industries, Ltd."
"Sumitomo Electric Industries., Ltd","Sumitomo Electric Industries, Ltd."
"Sumitomo Metal Industries, Ltd.","Sumitomo Metal Industries, Ltd."
"SUMITOMO METAL MINING CO., LTD.","Sumitomo Metal Mining Co., Ltd."
"SUMITOMO OSAKA CEMENT CO., LTD.","Sumitomo Osaka Cement Co., Ltd."
"SUMITOMO PRECISION PRODUCTS CO., LTD.","Sumitomo Precision Products Co.,Ltd."
"SUMITOMO SEIKA CHEMICALS CO., LTD.","Sumitomo Seika Chemicals Co., Ltd."
"Sumitomo Special Metals Co., Ltd.","Sumitomo Special Metals Co., Ltd."
"Sumitomo Special Metals Company, Limited","Sumitomo Special Metals Co., Ltd."
SUN CATALYTIX CORPORATION,Sun Catalytix Corp
SUNFIRE GMBH,Sunfire Gmbh
SUNGKYUNKWAN UNIVERSITY Foundation for Corporate Collaboration,Sungkyunkwan University Foundation For Corpe Collaboration
Sungkyunkwan University Research & Business Foundation,Sungkyunkwan University Research & Business Foundation
Sunstar Engineering Inc.,Sunstar Engineering Inc.
Sunstar Giken Kabushiki Kaisha,Sunstar Giken K.K.
"Sunyen Co., Ltd.","Sunyen Co., Ltd."
Superior Graphite Co.,Superior Graphite Co.
"Suzhou Institute of Nano-Tech & Nano-Bionics (SINANO), Chinese Academy of Sciences","Suzhou Institute Of Nano-Tech & Nano-Bionics (Sinano), Chinese Academy Of Sciences"
"Suzhou Institute Of Nano-Tech And Nano-Bionics (Sinano), Chinese Academy Of Sciences","Suzhou Institute Of Nano-Tech & Nano-Bionics (Sinano), Chinese Academy Of Sciences"
SUZUKI MOTOR CORPORATION,Suzuki Motor Corp
SWEREA SICOMP AB,Swerea Sicomp Ab
SYMBIO,"Symbio (Headquarters) , Inc."
"Symbio (Headquarters) , Inc.","Symbio (Headquarters) , Inc."
"Symyx Technologies, Inc.","Symyx Technologies, Inc."
Synergy Scientech Corp,Synergy Scientech Corp
Syracuse University,Syracuse University
"T/J Technologies, Inc.","T/J Technologies, Inc."
Tadiran Batteries Ltd.,Tadiran Batteries Ltd.
"Taiwan Semiconductor Manufacturing Company, Ltd.","Taiwan Semiconductor Manufacturing Co, Ltd."
TAIWAN TEXTILE RESEARCH INSTITUTE,Taiwan Textile Research Institute
TAIYO YUDEN CO. LTD.,"Taiyo Yuden Co.,Ltd."
"TAIYO YUDEN CO., LTD.","Taiyo Yuden Co.,Ltd."
"Taiyo Yuden Co.,Ltd.","Taiyo Yuden Co.,Ltd."
Tanaka Kikinzoku Kogyo K. K.,Tanaka Kikinzoku Kogyo K.K.
Tanaka Kikinzoku Kogyo K.K.,Tanaka Kikinzoku Kogyo K.K.
TDA Research,Tda Research
"TDA Research, Inc.",Tda Research
TDK Corp.,Tdk Corp
TDK Corporation,Tdk Corp
TDK Electronics AG,Tdk Electronics Ag
"TDL CO., LTD.","Tdl Co., Ltd."
TECHNICAL UNIVERSITY OF DENMARK,Technical University Of Denmark
Technische Universitaet Dresden,Technical University Of Denmark
Technische Universitat Dresden,Technische Universitat Dresden
TECHNISCHE UNIVERSITAT DRESDENs,Technische Universität Dresden
Technology Finance Corporation (Proprietary) Limited,Technology Finance Corp (Pty) Ltd
"Technology Management, Inc.","Technology Management, Inc."
"Technology Resources International, Inc.","Technology Resources International, Inc."
TECHTRONIC CORDLESS GP,Techtronic Cordless Gp
TECHTRONIC POWER TOOLS TECHNOLOGY LIMITED,Techtronic Power Tools Technology Ltd
Techtronic Power Tools Tecnology Limited,Techtronic Power Tools Technology Ltd
Teijin Limited,Teijin Ltd
"Tekion, Inc.","Tekion, Inc."
TEKNOLGIAN TUTKIMUSKESKUS VTT OY,Teknologian Tutkimuskeskus Vtt Oy
Teknologian tutkimuskeskus VTT Oy,Teknologian Tutkimuskeskus Vtt Oy
Tel Aviv University,Tel Aviv University
TEL AVIV UNIVERSITY FUTURE,Tel Aviv University
Tel Aviv University Future Technology Development L.P.,Tel Aviv University Future Technology Development L.P.
"Teledyne Energy Systems, Inc.","Teledyne Energy Systems, Inc."
"Teledyne Industries, Inc.","Teledyne Industries, Inc."
Teledyne Technologies Incorporated,Teledyne Technologies Incorped
Telefonaktiebolaget L M Ericsson (publ),Telefonaktiebolaget Lm Ericsson (Publ)
Telefonaktiebolaget LM Ericsson (publ),Telefonaktiebolaget Lm Ericsson (Publ)
TEMASEK POLYTECHNIC,Temasek Polytechnic
TEMPLE UNIVERSITY - OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,Temple University-Of The Commonwealth System Of Higher Education
Temple University- of The Commonwealth System of Higher Education,Temple University-Of The Commonwealth System Of Higher Education
Temple University-of the Commonwealth System of Higher Education,Temple University-Of The Commonwealth System Of Higher Education
TEMPLE UNIVERSITY—OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,Temple University-Of The Commonwealth System Of Higher Education
TeraWatt Technology Inc.,Terawatt Technology Inc.
tesa SE,Tesa Se
Texas Instruments Incorporated,Texas Instruments Incorped
"TEX-RAY INDUSTRIAL CO., LTD.","Tex-Ray Industrial Co.,Ltd."
"Tex-Ray Industrial Co.,Ltd.","Tex-Ray Industrial Co.,Ltd."
Textron Systems Corporation,Textron Systems Corp
The Administrators Of The Tulane Educational Fund,The Administrators Of The Tulane Educational Fund
The Aerospace Corporation,The Aerospace Corp
The Board of Reagents of the University of Oklahoma,The University Of Oklahoma
"THE BOARD OF REGENTS OF THE NEVADA SYSTEM OF HIGHER EDUCATION on behalf of THE UNIV.OF NEVADA,",The Board Of Regents Of The Nevada System Of Higher Education On Behalf Of The University Of Nevada
The Board of Regents of the Nevada System of Higher Education on Behalf of the University of Ne,The Board Of Regents Of The Nevada System Of Higher Education On Behalf Of The University Of Nevada
The Board of Regents of the Nevada System of Higher Education on Behalf of the University of Nevada,The Board Of Regents Of The Nevada System Of Higher Education On Behalf Of The University Of Nevada
The Board of Regents of the University of Oklahoma,The Board Of Regents Of The University Of Oklahoma
The Board of Regents of The University of Texas System,The Board Of Regents Of The University Of Texas System
The Board of Regents University and Community College System of Nevada on Behalf of the University of Nevada,The Board Of Regents University And Community College System Of Nevada On Behalf Of The University Of Nevada
"THE BOARD OF REGENTS, THE UNIVERSITY OF TEXAS SYSTEM",The Board Of Regents Of The University Of Texas System
The Board of Trustees of the Lealand Stanford Junior University,The Board Of Trustees Of The Leland Stanford Junior University
The Board of Trustees of the Leland Standford Junior University,The Board Of Trustees Of The Leland Stanford Junior University
The Board of Trustees of the Leland Stanford Junior University,The Board Of Trustees Of The Leland Stanford Junior University
THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ALABAMA THE UNIVERSITY OF ALABAMA,The Board Of Trustees Of The University Of Alabama
The Board of Trustees of the University of Illinois,The Board Of Trustees Of The University Of Illinois
THE BOEING COMPANY,The Boeing Co
The California Institute Of Technology,The California Institute Of Technology
THE CHEMOURS COMPANY FC LLC,"The Chemours Co Fc, Llc"
"THE CHEMOURS COMPANY FC, LLC","The Chemours Co Fc, Llc"
The Chinese University of Hong Kong,The Chinese University Of Hong Kong
The Curators of the University of Missouri,The Curators Of The University Of Missouri
The Dow Chemical Company,The Dow Chemical Co
The Dow ChemicalCompany,The Dow Chemical Co
"The Florida State University Research Foundation, Inc.","Florida State University Research Foundation,Inc."
"THE FLORIDA STATE UNIVERSITYRESEARCH FOUNDATION, INC.","Florida State University Research Foundation,Inc."
THE GAKUSHUIN SCHOOL CORPORATION,The Gakushuin School Corp
The George Washington University,The George Washington University
The Gillette Company,The Gillette Co
"The Government of the States of America, as represented by the Secretary of the Navy","The Government Of The United States Of America, As Represented By The Secretary Of The Navy"
"The Government of the United States of America, as represented by the Secretary of the Navy","The Government Of The United States Of America, As Represented By The Secretary Of The Navy"
The Governors of the University of Alberta,The Governors Of The University Of Alberta
The Hong Kong University of Science and Technology,The Hong Kong University Of Science And Technology
The Industry & Academic Cooperation in Chungnam National University,The Industry & Academic Cooperation In Chungnam National University
The Industry & Academic Cooperation in Chungnam National University (IAC),The Industry & Academic Cooperation In Chungnam National University
"The InterTech Group, Inc.","The Intertech Group, Inc."
"THE JAPAN STEEL WORKS, LTD.","The Japan Steel Works, Ltd."
"The Japan Storage Battery Co., Ltd.","The Japan Storage Battery Co., Ltd."
The Johns Hopkins University,The Johns Hopkins University
"The Kansai Electric Power Co., Ltd.","The Kansai Electric Power Co., Ltd."
The MITRE Corporation,The Mitre Corp
"The New Brunswick Telephone Company, Limited","The New Brunswick Telephone Co, Ltd"
The Northern Research Institute of NJUST,The Northern Research Institute Of Njust
The Ohio State University,The Ohio State University
The Ohio State University Research Foundation,The Ohio State University
The Penn State Research Foundation,The Penn State Research Foundation
The Potanin Institute Limited,The Potanin Institute Ltd
The Regents of the University of Calif.,The Regents Of The University Of California
The Regents of the University of California,The Regents Of The University Of California
The Regents of the University of California Office of Technology Transfer,The Regents Of The University Of California
"The Regents of the University of California, Office of Technology Transfer",The Regents Of The University Of California
The Regents of the University of Colorado,The Regents Of The University Of Colorado
"The Regents of the University of Colorado, a body corporate",The Regents Of The University Of Colorado
The Regents of the University of Michigan,The Regents Of The University Of Michigan
THE REGENTS OF THE UNVERSITY OF CALIFORNIA,The Regents Of The University Of California
"The Regents, University of California",The Regents Of The University Of California
The Research Foundation of State of New York,The Research Foundation Of State University Of New York
The Research Foundation of State University of New York,The Research Foundation Of State University Of New York
The Research Foundation of State University of the New York,The Research Foundation Of State University Of New York
THE SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,Science And Technology Facilities Council
The Secretary of State For Defence,Secretary Of State For Defence
The Secretary of State for Defence in her Britannic Majesty's Government of the United Kingdom of Great Britain and Northern Ireland,Secretary Of State For Defence
The Texas A&M University System,The Texas A&M University System
"THE TOKYO ELECTRIC POWER COMPANY, INCORPORATED","Tokyo Electric Power Co Holdings, Inc."
The Trustees of Boston University,The Trustees Of Boston University
The Trustees Of Columbia University,The Trustees Of Columbia University
The Trustees of Columbia University in the City of New York,The Trustees Of Columbia University
The Trustees of the University of Pennsylvania,The Trustees Of The University Of Pennsylvania
The United Stated of America as represented by the Secretary of the Air Force,The United Stated Of America As Represented By The Secretary Of The Air Force
The United States of America as Represented by the Administrator of National Aeronautics and Space Administration,The United States Of America As Represented By The Administrator Of National Aeronautics And Space Administration
The United States of America as represented by the Administrator of the National Aeronautics and Space Administration,The United States Of America As Represented By The Administrator Of National Aeronautics And Space Administration
The United States of America as represented by the Administrator of the National Aeronautics and Space Administration,The United States Of America As Represented By The Administrator Of The National Aeronautics And Space Administration
The United States of America as represented by the Department of Energy,The United States Of America As Represented By The Department Of Energy
The United States of America as represented by the Secretary of the Air Force,The United States Of America As Represented By The Secretary Of The Air Force
The United States of America as represented by the Secretary of the Army,The United States Of America As Represented By The Secretary Of The Army
The United States of America as represented by the Secretary of the Navy,The United States Of America As Represented By The Secretary Of The Navy
The United States of America as represented by the United States Department of Energy,The United States Of America As Represented By The United States Department Of Energy
